Species,Scientific_name,Place,Date,Start_time,End_time,Count,List_type
White-spectacled Bulbul,Pycnonotus xanthopygos,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
White-spectacled Bulbul,Pycnonotus xanthopygos,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
Sand Martin,Riparia riparia,IBRCE,01/04/2019,18:15,19:30,Present,Complete
Sand Martin,Riparia riparia,Yotvata circular fields,31/03/2019,06:15,09:45,1+,Complete
Swallow,Hirundo rustica,Km94 R90,02/04/2019,06:40,09:10,1,Complete
Swallow,Hirundo rustica,IBRCE,01/04/2019,18:15,19:30,Present,Complete
Swallow,Hirundo rustica,IBRCE,31/03/2019,17:20,19:30,Present,Complete
Swallow,Hirundo rustica,Yotvata circular fields,31/03/2019,06:15,09:45,c100,Complete
Swallow,Hirundo rustica,Km19 sewage pond,29/03/2019,18:40,18:44,Present,Complete
Swallow,Hirundo rustica,Km20 saltpans,29/03/2019,16:45,18:30,Present,Complete
Swallow,Hirundo rustica,IBRCE,28/03/2019,15:00,15:49,Present,Complete
Swallow,Hirundo rustica,Eilat canal,28/03/2019,14:35,14:54,Present,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,Km94 R90,02/04/2019,06:40,09:10,2,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,Eilat canal,31/03/2019,16:45,16:49,Present,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,Yotvata circular fields,31/03/2019,06:15,09:45,c20,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,"South Beach, Eilat",30/03/2019,17:40,17:40,2,Incomplete
Pale Crag Martin,Ptyonoprogne obsoleta,Km19 sewage pond,29/03/2019,18:40,18:44,1,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,Eilat canal,28/03/2019,14:35,14:54,Present,Complete
Pale Crag Martin,Ptyonoprogne obsoleta,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
House Martin,Delichon urbicum,Yotvata circular fields,31/03/2019,06:15,09:45,2+,Complete
Red-rumped Swallow,Cecropis daurica,IBRCE,01/04/2019,18:15,19:30,c30,Complete
Red-rumped Swallow,Cecropis daurica,Yotvata circular fields,31/03/2019,06:15,09:45,c10,Complete
Red-rumped Swallow,Cecropis daurica,"Holland Park, Eilat",29/03/2019,06:45,07:40,6,Complete
Streaked Scrub Warbler,Scotocerca inquieta,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
Willow Warbler,Phylloscopus trochilus,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
Willow Warbler,Phylloscopus trochilus,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Chiffchaff,Phylloscopus collybita,Samar,31/03/2019,10:00,10:40,Present,Complete
Chiffchaff,Phylloscopus collybita,Yotvata circular fields,31/03/2019,06:15,09:45,1,Complete
Eastern Bonelli's Warbler,Phylloscopus orientalis,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
Eastern Bonelli's Warbler,Phylloscopus orientalis,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Western/Eastern Bonelli's Warbler,Phylloscopus bonelli/orientalis,Ovda turning R90,28/03/2019,11:40,11:40,1,Incomplete
Wood Warbler,Phylloscopus sibilatrix,Samar,31/03/2019,10:00,10:40,Present,Complete
Clamorous Reed Warbler,Acrocephalus stentoreus,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Sedge Warbler,Acrocephalus schoenobaenus,IBRCE,31/03/2019,17:20,19:30,Present,Complete
Sedge Warbler,Acrocephalus schoenobaenus,Yotvata circular fields,31/03/2019,06:15,09:45,2,Complete
Sedge Warbler,Acrocephalus schoenobaenus,IBRCE,28/03/2019,15:00,15:49,Present,Complete
Reed Warbler,Acrocephalus scirpaceus,IBRCE,31/03/2019,17:20,19:30,Present,Complete
Reed Warbler,Acrocephalus scirpaceus,Yotvata circular fields,31/03/2019,06:15,09:45,1,Complete
Reed Warbler,Acrocephalus scirpaceus,"South Beach, Eilat",29/03/2019,14:20,14:50,1,Complete
Reed Warbler,Acrocephalus scirpaceus,IBRCE,28/03/2019,15:00,15:49,Present,Complete
Reed Warbler,Acrocephalus scirpaceus,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Eastern Olivaceous Warbler,Iduna pallida,Samar,31/03/2019,10:00,10:40,Present,Complete
Eastern Olivaceous Warbler,Iduna pallida,Yotvata circular fields,31/03/2019,06:15,09:45,2,Complete
Eastern Olivaceous Warbler,Iduna pallida,"South Beach, Eilat",29/03/2019,14:20,14:50,2,Complete
Savi's Warbler,Locustella luscinioides,Yotvata circular fields,31/03/2019,06:15,09:45,1,Complete
Graceful Prinia,Prinia gracilis,IBRCE,01/04/2019,18:15,19:30,Present,Complete
Graceful Prinia,Prinia gracilis,IBRCE,31/03/2019,17:20,19:30,Present,Complete
Graceful Prinia,Prinia gracilis,Yotvata circular fields,31/03/2019,06:15,09:45,Present,Complete
Graceful Prinia,Prinia gracilis,Km19 sewage pond,29/03/2019,18:40,18:44,Present,Complete
Graceful Prinia,Prinia gracilis,Km20 saltpans,29/03/2019,16:45,18:30,Present,Complete
Graceful Prinia,Prinia gracilis,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Graceful Prinia,Prinia gracilis,IBRCE,28/03/2019,15:00,15:49,Present,Complete
Graceful Prinia,Prinia gracilis,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Arabian Babbler,Turdoides squamiceps,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Blackcap,Sylvia atricapilla,Km94 R90,02/04/2019,06:40,09:10,1,Complete
Blackcap,Sylvia atricapilla,Ezuz grove picnic area,01/04/2019,10:05,11:00,c100,Complete
Blackcap,Sylvia atricapilla,Km20 saltpans,29/03/2019,16:45,18:30,1,Complete
Blackcap,Sylvia atricapilla,"South Beach, Eilat",29/03/2019,14:20,14:50,c8,Complete
Blackcap,Sylvia atricapilla,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Blackcap,Sylvia atricapilla,Ovda turning R90,28/03/2019,11:40,11:40,5,Incomplete
Blackcap,Sylvia atricapilla,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
Blackcap,Sylvia atricapilla,R90 Dead Sea to Eilat,28/03/2019,06:00,14:30,Present,Incomplete
Blackcap,Sylvia atricapilla,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
Lesser Whitethroat,Sylvia curruca,Km94 R90,02/04/2019,06:40,09:10,Present,Complete
Lesser Whitethroat,Sylvia curruca,IBRCE,01/04/2019,18:15,19:30,Present,Complete
Lesser Whitethroat,Sylvia curruca,Meyshar,01/04/2019,14:10,14:44,c10,Complete
Lesser Whitethroat,Sylvia curruca,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
Lesser Whitethroat,Sylvia curruca,IBRCE,31/03/2019,17:20,19:30,Present,Complete
Lesser Whitethroat,Sylvia curruca,Samar,31/03/2019,10:00,10:40,Present,Complete
Lesser Whitethroat,Sylvia curruca,Yotvata circular fields,31/03/2019,06:15,09:45,100+,Complete
Lesser Whitethroat,Sylvia curruca,Eilat mountains,30/03/2019,06:40,08:50,1,Incomplete
Lesser Whitethroat,Sylvia curruca,Km20 saltpans,29/03/2019,16:45,18:30,2,Complete
Lesser Whitethroat,Sylvia curruca,"South Beach, Eilat",29/03/2019,14:20,14:50,1,Complete
Lesser Whitethroat,Sylvia curruca,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Lesser Whitethroat,Sylvia curruca,IBRCE,28/03/2019,15:00,15:49,Present,Complete
Lesser Whitethroat,Sylvia curruca,Yotvata circular fields,28/03/2019,12:50,13:45,Present,Complete
Lesser Whitethroat,Sylvia curruca,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
Lesser Whitethroat,Sylvia curruca,R90 Dead Sea to Eilat,28/03/2019,06:00,14:30,Present,Incomplete
Eastern Orphean Warbler,Sylvia crassirostris,Km94 R90,02/04/2019,06:40,09:10,1,Complete
Whitethroat,Sylvia communis,Meyshar,01/04/2019,14:10,14:44,1,Complete
Subalpine Warbler (albistriata),Sylvia cantillans albistriata,Yotvata circular fields,28/03/2019,12:50,13:45,Present,Complete
Rüppell's Warbler,Sylvia ruppeli,Km94 R90,02/04/2019,06:40,09:10,2,Complete
Rüppell's Warbler,Sylvia ruppeli,Nizzana,01/04/2019,07:25,09:59,2,Complete
Rüppell's Warbler,Sylvia ruppeli,"Holland Park, Eilat",29/03/2019,06:45,07:40,1,Complete
Common Myna,Acridotheres tristis,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
Common Myna,Acridotheres tristis,Tel Aviv Ben Gurion airport,27/03/2019,14:40,15:59,Present,Incomplete
Tristram's Starling,Onychognathus tristramii,R90 Dead Sea to Eilat,28/03/2019,06:00,14:30,Present,Incomplete
Tristram's Starling,Onychognathus tristramii,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
Black Scrub Robin,Cercotrichas podobe,Samar,31/03/2019,10:00,10:40,2,Complete
Bluethroat,Luscinia svecica,"South Beach, Eilat",29/03/2019,14:20,14:50,1,Complete
Nightingale,Luscinia megarhynchos,Ezuz grove picnic area,01/04/2019,10:05,11:00,2,Complete
Nightingale,Luscinia megarhynchos,"South Beach, Eilat",30/03/2019,22:00,22:00,1,Incomplete
Nightingale,Luscinia megarhynchos,"Holland Park, Eilat",29/03/2019,06:45,07:40,1,Complete
Collared Flycatcher,Ficedula albicollis,"South Beach, Eilat",01/04/2019,17:50,17:50,1,Incomplete
Semicollared Flycatcher,Ficedula semitorquata,Avdat,01/04/2019,13:15,13:15,2,Incomplete
Redstart,Phoenicurus phoenicurus,Ezuz grove picnic area,01/04/2019,10:05,11:00,1,Complete
Siberian Stonechat,Saxicola maurus,Meyshar,01/04/2019,14:10,14:44,2,Complete
Wheatear,Oenanthe oenanthe,Km94 R90,02/04/2019,06:40,09:10,c4,Complete
Wheatear,Oenanthe oenanthe,Meyshar,01/04/2019,14:10,14:44,2,Complete
Wheatear,Oenanthe oenanthe,Nizzana,01/04/2019,07:25,09:59,20+,Complete
Wheatear,Oenanthe oenanthe,Yotvata circular fields,31/03/2019,06:15,09:45,2,Complete
Wheatear,Oenanthe oenanthe,Km94 R90,28/03/2019,09:00,11:15,c10,Complete
Isabelline Wheatear,Oenanthe isabellina,Km94 R90,02/04/2019,06:40,09:10,3,Complete
Isabelline Wheatear,Oenanthe isabellina,Nizzana,01/04/2019,07:25,09:59,1,Complete
Isabelline Wheatear,Oenanthe isabellina,Km94 R90,28/03/2019,09:00,11:15,1,Complete
Black-eared Wheatear,Oenanthe hispanica,Km94 R90,02/04/2019,06:40,09:10,Present,Complete
Black-eared Wheatear,Oenanthe hispanica,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
Black-eared Wheatear,Oenanthe hispanica,Nizzana,01/04/2019,07:25,09:59,1,Complete
Black-eared Wheatear,Oenanthe hispanica,Km94 R90,28/03/2019,09:00,11:15,1+,Complete
Black-eared Wheatear,Oenanthe hispanica,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
Blackstart,Oenanthe melanura,Eilat mountains,30/03/2019,06:40,08:50,3,Incomplete
Blackstart,Oenanthe melanura,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Blackstart,Oenanthe melanura,Ovda turning R90,28/03/2019,11:40,11:40,Present,Incomplete
Blackstart,Oenanthe melanura,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
White-crowned Black Wheatear,Oenanthe leucopyga,Eilat mountains,30/03/2019,06:40,08:50,4+,Incomplete
Finsch's Wheatear,Oenanthe finschii,R90 Dead Sea to Eilat,28/03/2019,06:00,14:30,1,Incomplete
Palestine Sunbird,Cinnyris osea,Eilat mountains,30/03/2019,06:40,08:50,Present,Incomplete
Palestine Sunbird,Cinnyris osea,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
Palestine Sunbird,Cinnyris osea,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
House Sparrow,Passer domesticus,IBRCE,01/04/2019,18:15,19:30,Present,Complete
House Sparrow,Passer domesticus,Km2 saltpans,01/04/2019,17:50,18:09,Present,Complete
House Sparrow,Passer domesticus,Ezuz,01/04/2019,11:05,11:50,Present,Complete
House Sparrow,Passer domesticus,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
House Sparrow,Passer domesticus,Nizzana,01/04/2019,07:25,09:59,Present,Complete
House Sparrow,Passer domesticus,IBRCE,31/03/2019,17:20,19:30,Present,Complete
House Sparrow,Passer domesticus,Eilat canal,31/03/2019,16:45,16:49,Present,Complete
House Sparrow,Passer domesticus,Samar,31/03/2019,10:00,10:40,Present,Complete
House Sparrow,Passer domesticus,Yotvata circular fields,31/03/2019,06:15,09:45,c30,Complete
House Sparrow,Passer domesticus,Km19 sewage pond,29/03/2019,18:40,18:44,Present,Complete
House Sparrow,Passer domesticus,Km20 saltpans,29/03/2019,16:45,18:30,Present,Complete
House Sparrow,Passer domesticus,"South Beach, Eilat",29/03/2019,14:20,14:50,Present,Complete
House Sparrow,Passer domesticus,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
House Sparrow,Passer domesticus,IBRCE,28/03/2019,15:00,15:49,Present,Complete
House Sparrow,Passer domesticus,Eilat canal,28/03/2019,14:35,14:54,Present,Complete
House Sparrow,Passer domesticus,Yotvata Sewage Works,28/03/2019,13:50,13:50,Present,Incomplete
House Sparrow,Passer domesticus,Neve Zohar,28/03/2019,05:25,05:44,Present,Complete
House Sparrow,Passer domesticus,North Israel (Tel Aviv to Dead Sea),27/03/2019,16:00,18:00,Present,Incomplete
Spanish Sparrow,Passer hispaniolensis,Km94 R90,02/04/2019,06:40,09:10,1,Complete
Spanish Sparrow,Passer hispaniolensis,Ezuz,01/04/2019,11:05,11:50,Present,Complete
Spanish Sparrow,Passer hispaniolensis,Nizzana,01/04/2019,07:25,09:59,Present,Complete
Spanish Sparrow,Passer hispaniolensis,Samar,31/03/2019,10:00,10:40,Present,Complete
Spanish Sparrow,Passer hispaniolensis,Yotvata circular fields,31/03/2019,06:15,09:45,c500,Complete
Spanish Sparrow,Passer hispaniolensis,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Dead Sea Sparrow,Passer moabiticus,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Pale Rockfinch,Carpospiza brachydactyla,Ezuz,01/04/2019,11:05,11:50,1,Complete
Pale Rockfinch,Carpospiza brachydactyla,Nizzana,01/04/2019,07:25,09:59,4,Complete
Yellow Wagtail,Motacilla flava,Km94 R90,02/04/2019,06:40,09:10,1+,Complete
Yellow Wagtail,Motacilla flava,IBRCE,01/04/2019,18:15,19:30,Present,Complete
Yellow Wagtail,Motacilla flava,Meyshar,01/04/2019,14:10,14:44,c50,Complete
Yellow Wagtail,Motacilla flava,Eilat canal,31/03/2019,16:45,16:49,Present,Complete
Yellow Wagtail,Motacilla flava,Yotvata circular fields,31/03/2019,06:15,09:45,100+,Complete
Yellow Wagtail,Motacilla flava,Km19 sewage pond,29/03/2019,18:40,18:44,Present,Complete
Yellow Wagtail,Motacilla flava,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
Yellow Wagtail,Motacilla flava,Eilat canal,28/03/2019,14:35,14:54,Present,Complete
Yellow Wagtail,Motacilla flava,Km94 R90,28/03/2019,09:00,11:15,Present,Complete
Yellow Wagtail (Blue-headed - flava),Motacilla flava flava,Meyshar,01/04/2019,14:10,14:44,Present,Complete
Yellow Wagtail (Black-headed - feldegg),Motacilla flava feldegg,Meyshar,01/04/2019,14:10,14:44,Present,Complete
Yellow Wagtail (Black-headed - feldegg),Motacilla flava feldegg,Eilat canal,31/03/2019,16:45,16:49,Present,Complete
White Wagtail (alba),Motacilla alba alba,Ezuz grove picnic area,01/04/2019,10:05,11:00,Present,Complete
White Wagtail (alba),Motacilla alba alba,IBRCE,31/03/2019,17:20,19:30,Present,Complete
White Wagtail (alba),Motacilla alba alba,Eilat canal,31/03/2019,16:45,16:49,Present,Complete
White Wagtail (alba),Motacilla alba alba,Yotvata circular fields,31/03/2019,06:15,09:45,10+,Complete
White Wagtail (alba),Motacilla alba alba,Km19 sewage pond,29/03/2019,18:40,18:44,Present,Complete
White Wagtail (alba),Motacilla alba alba,Km20 saltpans,29/03/2019,16:45,18:30,Present,Complete
White Wagtail (alba),Motacilla alba alba,"Holland Park, Eilat",29/03/2019,06:45,07:40,Present,Complete
White Wagtail (alba),Motacilla alba alba,IBRCE,28/03/2019,15:00,15:49,Present,Complete
White Wagtail (alba),Motacilla alba alba,Eilat canal,28/03/2019,14:35,14:54,Present,Complete
White Wagtail (alba),Motacilla alba alba,Navit Pools,28/03/2019,06:05,06:30,Present,Complete
Tawny Pipit,Anthus campestris,Km94 R90,02/04/2019,06:40,09:10,1,Complete
Tawny Pipit,Anthus campestris,Nizzana,01/04/2019,07:25,09:59,1,Complete
Tawny Pipit,Anthus campestris,Yotvata circular fields,31/03/2019,06:15,09:45,2,Complete
Tawny Pipit,Anthus campestris,Km94 R90,28/03/2019,09:00,11:15,1,Complete
Tree Pipit,Anthus trivialis,Km94 R90,02/04/2019,06:40,09:10,Present,Complete
Tree Pipit,Anthus trivialis,Nizzana,01/04/2019,07:25,09:59,1,Complete
Tree Pipit,Anthus trivialis,Km2 saltpans,31/03/2019,16:20,16:30,3,Complete
Tree Pipit,Anthus trivialis,Yotvata circular fields,31/03/2019,06:15,09:45,Present,Complete
Red-throated Pipit,Anthus cervinus,Meyshar,01/04/2019,14:10,14:44,1,Complete
Red-throated Pipit,Anthus cervinus,Yotvata circular fields,31/03/2019,06:15,09:45,4,Complete
Desert Finch,Rhodospiza obsoleta,Avdat,01/04/2019,13:15,13:15,1,Incomplete
Desert Finch,Rhodospiza obsoleta,Ezuz,01/04/2019,11:05,11:50,1,Complete
Desert Finch,Rhodospiza obsoleta,Yotvata circular fields,31/03/2019,06:15,09:45,3,Complete
Corn Bunting,Emberiza calandra,Nizzana,01/04/2019,11:50,11:50,Present,Incomplete
Corn Bunting,Emberiza calandra,Nizzana,01/04/2019,07:25,09:59,3,Complete
Ortolan Bunting,Emberiza hortulana,Km94 R90,02/04/2019,06:40,09:10,2,Complete
Ortolan Bunting,Emberiza hortulana,Meyshar,01/04/2019,14:10,14:44,1,Complete
Ortolan Bunting,Emberiza hortulana,"South Beach, Eilat",01/04/2019,04:05,04:05,1+,Incomplete
Ortolan Bunting,Emberiza hortulana,Km94 R90,28/03/2019,09:00,11:15,1,Complete
Cretzschmar's Bunting,Emberiza caesia,Ezuz,01/04/2019,11:05,11:50,1,Complete
Cretzschmar's Bunting,Emberiza caesia,wadi south of Navit,28/03/2019,06:40,07:35,Present,Complete
